label,generated_text
7,person the horse's a prince at tudor farms 1
7,a brown horse in the pasture with a white fence
7,a brown horse is standing next to a white fence
7,a grey horse in an enclosure
7,horse running on a dirt track in a fenced area
7,a gray horse running in the dirt near a fence
7,two women riding horses in an arena
7,a man is on a horse with people in the background
7,black horse walking in the city
7,a black horse running in a concrete alleyway
7,a black horse is running on the sidewalk
7,a white horse is standing in an outdoor arena
7,a white horse standing on the road in a dark yard
7,an albino horse standing by some rails
7,horse - for sale
7,a brown horse standing in the dust with its nose up
7,a brown horse is standing alone in a dusty field
7,horse is running and walking in a field
7,horse running on the field
7,the horse runs in a grassy field
7,a brown horse standing alone in a dirt field
7,an image of a brown horse standing in dirt
7,this is a photo of a brown horse on the ground
7,a brown horse running across a white background
7,horse toy in front of white background
7,an image of a horse running on a white background
7,this horse is being watched by a person in the grass
7,a horse is standing in a dirt field
7,a black and white horse standing in the dirt
7,toy horse in a red color
7,an image of a toy horse standing on a green field
7,toy horse standing in green grass
7,a picture of a football player and a horse in the grass
7,man running around on horse in field with two children
7,a woman standing in a forest while her horse is behind her
7,a horse that is leaning over the fence
7,a digital painting of a horse in a field
7,a painting of a horse looking over the fence
7,pixel art of a horse in the dark
7,i want to be a horse 2 in the pixel world
7,the horse is standing in front of a dark background
7,a white cat is standing in front of a door
7,black horse running in the sky against the green background
7,a black horse on a turquoise background
7,a horse with a white head on the front of a blue background
7,a couple of horses walking on the beach
7,the white horse and red horse are standing in the middle
7,"two people walking on the beach, with horses in the background"
7,a horse standing alone in a field with some trees
7,a horse in a field near some trees
7,a horse is standing in a field on the right
7,a white horse standing in front of an art piece
7,a white horse is standing outside the barn
7,a white horse with the word love and peace on its back
7,the black horse is running on the green grass
7,a rider riding a horse in the field
7,a person riding a horse in a field
7,the horse is shown in the middle of a room
7,there are people in a horse's pen
7,person and her horse edging over a fence
7,a horse is standing in the grass with a fence
7,a black horse stands in a field in the open grass
7,the game is a beautiful black horse in a field
7,a snow covered field of horses and trees
7,a horse standing in the snow in front of trees
7,a horse is standing on snow in front of trees
7,young lady stands next to a horse in a barn
7,a horse and woman are standing in a barn
7,the woman in the picture is standing near a brown horse
7,a white horse is running in an arena
7,a white horse is running in a show
7,a horse is running near a barn on the ground
7,white horse painting oil on canvas by giacomo boito
7,a painting of a white horse in the grass
7,a painting of a white horse standing in a field
7,the horse looks around the garden
7,the beautiful white horse in the green grass
7,the brown horse is standing on the grass in the park
7,one brown horse and one foal in the field
7,three brown horses standing next to each other in a field
7,a horse with a foal is standing in a field
7,an image of a horse on a grass field
7,a woman is riding a horse on a trail
7,a horse is walking in a large grassy field
7,two horses stand in a stall at a fair
7,a white horse standing next to another horse in an enclosure
7,a white horse running in the dark
7,the silhouette of a white horse in the dark
7,the image of a horse on the ground is shown with black light
7,a horse is standing on a dirt track in front of the barn
7,this is a black horse with white feet
7,a horse is standing on a fence near water
7,an orange horse standing in a pen in a field
7,a white dog is standing in the grass
7,the horse is near some grass
7,a person riding a horse through a fence
7,a horse is standing behind a wooden fence in a pasture
7,"person's equestrian stables for horses, carriages and boarding 3"
7,the white horse is in front of the camera
7,a white horse with red hat in a desert
7,a white horse has his head up and his tail down
7,a white horse stands alone in front of a white background
7,white horse on a white background
7,white horse on white background png
7,a painting of a brown horse on a white background
7,two brown horses are standing together with one another
7,two brown horses on a brown floor
7,horse on the beach in a video game
7,a person is riding on a green horse on the beach
7,legend of zelda link on a horse
7,a gray horse standing in an open field on a cloudy day
7,an image of a gray horse jumping
7,a horse a running on its hind legs
7,an old horse riding on a sidewalk
7,a rider on the back of a horse
7,person astride her horse - the equestrian studio
7,a white and grey horse is walking on a white background
7,the white horse a toy horse with white mane
7,a white and silver toy horse walking in a white background
7,a white horse stands on a grass field
7,an older woman and her horse on a field
7,two white horses are standing in a field
7,a white horse standing in the grass with green plants around it
7,the white horse is standing on the grass next to a building
7,an all white horse standing in the grass
7,the horse is a painting on a canvas
7,a painting of a horse with trees in the background
7,painting of a horse standing in the woods
7,two people ride horses on a beach
7,people riding horses on a beach in the rain
7,two horses are on the beach during a rain storm
7,a brown horse stands in the middle of a forest
7,a brown horse standing in the middle of a forest
7,a horse is standing in a foggy field
7,a brown horse in green grass in front of a yellow
7,the man on horse at person farm 1
7,black and white horse with fuzzy ears standing in the grass
7,a black and white horse standing on the grass
7,a horse stands in the grass by a tree
7,person cld person is a horse rescue 1
7,the horse is standing on the floor in a barn
7,a white horse standing in front of a barn
7,a white horse with black stripes and a brown and white nose
7,a horse is walking through an open area
7,person the horse by person person jpg
7,"horse riding school stockholm, sweden"
7,the girl is riding the horse at the stables
7,a girl is riding a brown horse in an indoor stable
7,a black horse standing in an open field
7,a black horse stands next to a wooden fence
7,a black horse standing in the barn next to a barn
7,a blurry image of someone riding a horse
7,person riding a horse in a show
7,the horse in the arena is kicking up its heels
7,a horse is walking through a dirt field
7,a horse running through an outdoor dirt arena
7,a person on horseback rides a horse through a field
7,a person riding a horse in the middle of a field
7,a horse rider riding along in the field
7,the head of a horse in front of a painting
7,the image of a grey horse and the man's face
7,horse head sitting on a horse's back
7,a black and white horse in a barn next to red walls
7,a person on a horse
7,a horse is jumping in front of the bouncy castle
7,three men on horse riding over cones in the field
7,a black horse in a green field with a white hat
7,a beautiful horse running through a field with yellow flowers
7,horse walking in a field
7,a horse standing in a field of yellow flowers
7,a white horse is standing in front of a white background
7,a white horse in an area that is not cluttered
7,"person, british racing horse"
7,a horse in silhouette against the sunset
7,the silhouette of a horse riding across the desert against the setting sun
7,a silhouette of a horse in front of an orange sunset
7,the ''asian'' horse at the mandeville theater 5
7,a white horse is standing on a painted wall
7,a horse is running at the beach with blue water
7,a horse on the beach is jumping
