label,generated_text
1,a man is wearing a cowboy hat
1,man in a cowboy hat
1,a man with his shirt on
1,a man in a suit wearing a white shirt and tie
1,the headshot of a man wearing a suit
1,a man is covered in makeup
1,a man wearing a zombie make up and makeup
1,a man dressed in zombie makeup and a suit
1,a man wearing a hat and sunglasses
1,a man wearing glasses and a hat
1,a man in a hat and sunglasses
1,an image of a woman with hair and glasses
1,a smiling woman with curly hair standing next to a wall
1,a woman with short curly hair and a scarf
1,a woman in an orange dress holding a microphone
1,sonia khan says tamil nadu should be the first to be elected to the global parliament
1,an older man in a pink shirt
1,an iwi man with tattoos on his face
1,man with tribal tattoo on his face
1,man has a face with tribal tattoos
1,a man in a business suit with his chin up
1,a man in a suit with his hand on his chin
1,woman in pink and white top smiling at camera
1,a woman with long brown hair smiles
1,a smiling woman wearing pink and white
1,man with dark hair
1,man in red shirt and white tie
1,a man with short hair
1,a man in a black shirt smiling at the camera
1,"the man has blonde hair, brown eyes and a smile"
1,red haired woman
1,a woman is speaking into a microphone
1,red hair of woman
1,a military man with a red beret
1,man in army uniform
1,an asian woman is holding a white paper in her hands
1,an asian woman with a pig hat standing in front of some trees
1,a woman in a floral top with a cigarette
1,a man in black shirt is standing next to lush plants
1,man wearing sunglasses
1,a person holding a bottle of orange juice
1,an older man and woman are posing for the camera
1,an older man wearing a black hat and holding a stick
1,an older man and a younger one on a snowy day
1,a man in a plaid shirt smiles at the camera
1,an older man with glasses and mustache smiles in front of a tree
1,an older man in a yellow and blue mickey ear hat
1,an older man wearing a mickey mouse headband
1,an older man wearing a mickey mouse hat at a park
1,a man with long hair singing into a microphone
1,a man with long hair singing into a microphone
1,man wearing a maroon cap and a hat
1,a man wearing a maroon hat and yellow shirt
1,an older man in a baseball hat
1,a man with mohawk and pink hair standing at a convention
1,a man in a zombie costume poses for a picture
1,woman wearing minnie ears with sunglasses
1,a woman wearing pink mickey ears
1,an older woman wearing minnie ears with sunglasses
1,red haired woman with glasses is giving a speech
1,a woman with red hair is speaking with an audience
1,a woman with red hair looking up while making a speech
1,an old man in a suit and tie and hat
1,an older man in a hat and glasses wearing a police uniform
1,a man with white hair and a mustache is smiling
1,black eagle frontman ron lewis on the death of his longtime girlfriend
1,man in blue shirt and sunglasses taking selfie on wall
1,a man wearing sunglasses takes a selfie on the top of a stone wall
1,man with sunglasses taking a selfie against stone wall
1,a woman wearing a white dress and black tie and standing in the sidewalk
1,a woman with purple hair
1,woman in a bright purple shirt
1,an older man smiling in a suit and tie
1,a man smiles while smiling in a tie
1,a man in a suit and tie smiling
1,a man wearing a hat and a coat
1,a man in an orange jacket
1,a man wearing a fur jacket and hat
1,a man in a fur hat
1,man in black suit
1,a man wearing a pink shirt and playing a trumpet
1,man with trumpet in pink shirt
1,a man is playing a trumpet on the street
1,a man with a beard wearing a hat with straw brim
1,a man with beard and hat
1,a man with beard wearing a brown hat
1,a man smiling with sunglasses on while wearing a black tank top
1,a man in sunglasses standing in a field
1,a smiling man wearing a straw hat and a black jacket
1,a man wearing a hat smiles while in a field
1,a man smiling in a cowboy hat
1,a man in a grey sweatshirt
1,white hoodie on man
1,the man in the gray hoodie
1,a woman with long hair and a pink top smiling
1,an older woman wearing a pink dress smiling
1,an asian man is speaking in front of a green light
1,a man in white shirt and shirt speaking
1,a man in a white shirt with a headset
1,a man holding a cigar
1,an older man wearing a red baseball cap
1,a man smiles while holding a baseball hat
1,a smiling woman wearing an orange dress and necklace
1,"a woman wearing a blue shirt, gold necklace and a black and white scarf"
1,asian woman in a white jacket smiles in a conference room
1,a man with a rainbow colored tinsel hat
1,a man in a colorful tinsel wig at a party
1,a woman in the air with her hair in a ponytail
1,the woman has black hair
1,a young woman with her hair blowing in the wind
1,a man with grey hair wearing a black jacket
1,a man is standing in an office and smiling
1,a man with short grey hair smiles for the camera
1,the man is smiling in the airport
1,the man has red hair and a red shirt
1,a man in a red shirt smiles for the camera
1,a woman with black hair smiles with a black hat
1,man in sunglasses is sticking out his tongue
1,man with a mustache
1,man wearing grey and black plaid shirt
1,sandra hechtman | drssandrahechtmancom
1,a woman in a white coat smiles in front of a white wall
1,a woman smiles while holding her hand to her chin
1,a man wearing glasses
1,man in blue shirt at microphone
1,a man is speaking into a microphone at an event
1,a man wearing a baseball cap
1,man's hair in a hat
1,a man in a cap
1,this man is wearing a hat
1,a man wearing a green hat
1,a man wearing a yellow hat
1,man smiling wearing sunglasses and a hoodie
1,a man wearing sunglasses and a baseball cap
1,a man wearing sunglasses
1,a man in military uniform looking at a camera
1,a man with an armchair is looking away
1,a woman looking at a smartphone
1,a woman with brown eyes
1,a woman looking at a small device
1,a man wearing a blue hat and orange scarf
1,a man in a black helmet with orange scarf
1,a man with blonde hair smiling and wearing a burgundy shirt
