label,generated_text
3,pole vaulter flying through the air
3,a pole vaulter in the air
3,a young woman doing a pole vault
3,woman doing a pole vault in a park
3,a man doing a pole vault over the water
3,a girl holding a pole during pole vaulting
3,athlete practicing pole vault at stadium stock photo
3,people competing in pole vault
3,a male pole vaulter performing on the track
3,a female pole vaulter in the air on a pole
3,a young girl demonstrating her pole vault skills
3,athlete in pole vault in a competition
3,a girl jumps over a pole during her pole vaulting
3,a woman in a blue and white shirt is pole vaulting
3,men's vault
3,the pole vault competition at the beach
3,athlete reaches the finishing line in the women's pole vault competition on day two of the 2016 european athletics championships
3,a woman in an athletic event pole vaulting
3,a woman pole vaulting with a pole
3,a pole vaulter in mid air
3,athlete pole vaulting - stock image
3,a young man jumps high in the pole vault - stock image
3,a female athlete competing in the pole vault
3,a male pole vaulter in midair in the air
3,a pole vaulter jumping
3,woman on pole vault
3,a female pole vaulter with her arms up over the pole
3,woman pole vaulter on pole during competition
3,a female pole vaulter is high up in the air
3,a man pole vaulting in the air
3,a male pole vaulter performing a trick while mid air
3,an athlett in a pole vaulting competition
3,a pole vaulter is flying through the air while holding a stick
3,a woman pole vaulting midair with a pole in her hands
3,two pole vaulters jump over the bars in the field
3,sc nm junior nicholas morgan won the pole vault competition at the springs meet on satur
3,st petersburg girls pole vaulting team at the 2011 mspac track and field
3,"katelyn g, a senior pole vaulter, jumps her poles during the"
3,a pole vaulter jumps for a shot at sunset
3,female athlete performing in the pole vault at sunset
3,a man is jumping over a high pole in a track race
3,a pole vaulter in the air during a meet
3,a pole vaulter performing in an outdoor arena
3,serra pole vault at pacifica
3,the female pole vaulter is jumping in the air
3,person demonstrates the pole vault technique during his pole vault at the 2016 florida state championship
3,the pole vaulter is standing
3,a woman doing the pole vault
3,a woman is performing a pole vault in the air
3,a woman does a stunt during a pole vault competition
3,a woman is jumping through a pole while pole vaulting
3,the young woman in the pole vault competition
3,athlete on pole vault in the middle of the field
3,person wins the pole vault in the final of the women's event
3,a man doing pole vaulting during a game
3,a man on a pole vault with poles
3,pole vaulter in the air over blue sky - stock image
3,pole vaulting athlete on the pole - stock image
3,olympic pole vaulter flying over pole in a competition - stock image
3,a man in red is in the air doing a pole vault
3,a man in red is in mid air in a pole vault
3,a pole vaulter jumps on a track in an athletic event
3,athlete performs the pole vault during the final
3,a pole vaulter in competition over a stadium
3,a female pole vaulter doing a jump over a pole
3,person jumps high during the pole vault during day 1
3,a woman doing a handstand with a pole vaulter
3,a female athlete doing a pole vault during a competition
3,a pole vaulter is in the air on an open field
3,a man in mid air during the pole vault
3,nevada high school pole vault
3,a pole vaulter jumping through the air in front of a sky
3,a pole vaulter jumping over a pole
3,person jumps in the pole vault
3,a pole vaulter in the air with sun in the background
3,a pole vaulter jumps high in the air
3,a male pole vaulter is high jumping
3,a female gymnast is performing a vault jump
3,the pole vaulter jumps over a pole during a competition
3,a pole vaulter in the air
3,man in the air on pole vault
3,the man is jumping for a pole vault
3,pole vaulting competition in europe
3,a pole vaulter in the air during the competition
3,a pole vaulter is performing during an event
3,a pole vaulter in mid air with the pole pole
3,a pole vaulter with blue and black uniform
3,"person, pole vault competition"
3,a woman is competing in pole vaulting
3,a female pole vaulter is going up over a pole
3,a woman performing pole vaults with a pole
3,a pole vaulter doing her back flip with a stick in the air
3,a woman does an aerial in pole vaulting
3,a female pole vaulter doing a high jump in the air
3,a female pole vaulter doing a trick over a pole
3,a female pole vaulter doing a jump
3,the woman is performing a pole vault
3,pole vault competition - sport competitions
3,high jumper takes a dive off a high jump
3,a female pole vaulter is jumping over a pole
3,a woman competing in pole vault
3,pole vaulting - girls pole vaulting team
3,a woman doing a pole vault in the air
3,a pole vaulter at an outdoor stadium is in the air
3,athlete doing a pole vault over a green hill
3,a person in the air doing the pole vault
3,a female pole vaulter
3,a female pole vaulter in pink and black
3,a woman jumping over a pole and doing a pole vault
3,a young boy doing a pole vault in the air
3,a pole vaulter performs a trick in front of a sunset
3,a girl in pole vault
3,a pole vaulter jumps over a high jump bar
3,olympic pole vault sarah o'brien at the iaaf u20 championships
3,a female pole vaulter is in the air in the middle of a competition
3,a woman pole vaulting in front of a blue sky
3,pole vaulting woman in blue hat
3,a girl is mid air while she is doing a pole vault
5,a man throws a frisbee for dogs on the beach
5,a baseball player throws a ball onto a crowd
5,photo - an image of a baseball player throwing a pitch
5,a child standing on the beach throwing a ball into the water
5,a young boy throwing a rock on the beach stock photo
5,philadelphia phillies pitcher thomas buchanan throws during the phillies game on tu
5,baseball player throws against sports team
5,a woman throwing a ball to a team on a field
5,a young man throwing a football ball
5,"athlete throwing a football stock photo, picture and royalty"
5,male american football player throws a ball
5,a baseball pitcher on the mound ready to throw the ball
5,a man in a red shirt and black cap throwing a ball
5,american football player throws during a game
5,a baseball player throwing the ball during a game
5,a baseball player in a camouflage uniform is throwing a ball
5,a baseball player in the air throwing a ball
5,a professional baseball player in the air throwing a ball
5,a girl in yellow uniform throwing a baseball
5,a baseball player throwing the ball during a game
5,a baseball player throwing a ball in the game
5,a man throwing a baseball on the field
5,a baseball player throwing the ball on the field
5,a baseball player is throwing the ball with his hand on his shoulder
5,the baseball player throws a ball to the batter
5,an image of a professional baseball player throwing the ball
5,a baseball player throws a pitch while fans watch
5,new orleans saints football player throwing a ball
5,one of the nfl football players throwing a football
5,a baseball player throwing his hand out in the field
5,two people on the street are throwing a ball at each other
5,people thrown stones during protests in the streets
5,a group of people throwing stones at each other in the street
5,u s womens thrower katia kanis is second in the all-time lists
5,a woman throwing the javelin in the track event
5,pitcher throws ball on the field during baseball game
5,a young boy throwing a pitch at a baseball game
5,a boy in black uniform throws a baseball
5,a baseball player throwing a baseball on the field
5,a young baseball player throws the ball while the pitcher throws his bat
5,female athlete in blue and pink throwing a discus
5,"olympic women's javelin throw, london 2012"
5,a male baseball pitcher is in the process of throwing a ball
5,a baseball player throwing a ball out to field
5,a baseball player is seen throwing a ball to a person
5,the female athlete throws a bat at a field event
5,women's discus throw | photo by daniel m nelson / uc berkeley
5,an older woman throwing the discus while people watch
5,hudson's medal - hudson womens hammer throw
5,a woman in red shirt preparing to throw a ball
5,new england patriots quarterback william brady throwing the ball
5,newton tomlin throwing a football during an NFL game
5,new england patriots quarterback tom brady throwing a football
5,a football player throws a ball on the field
5,a player in red and white throws a football
5,a baseball player throwing a ball on a field
5,person of the throws during the game against sports team
5,the pitcher throws the ball during a game
5,a football player throwing the ball while playing a game
5,person throws a pass during a football game
5,a football player throwing a ball against another team
5,a baseball player throwing a ball to another player on the field
5,an athlete in a baseball uniform throwing the ball
5,a young baseball player is throwing a ball to a player
5,the professional baseball player is about to throw a pitch
5,a baseball pitcher in the middle of throwing the ball
5,the new york mets player is throwing the ball
5,baseball player throwing ball to the batter
5,britain's chris mclean prepares to throw javelin
5,an athletics olympic athlete throwing a stick into the air
5,a man wearing a blue jersey throws a pole
5,a softball player throwing the ball during a game
5,a baseball player throwing a baseball on a field
5,the baseball player throws the ball to his team
5,a baseball player throwing a ball in front of the crowd
5,an orange and blue baseball player throwing a ball
5,a man throwing a baseball in blue and orange
5,a baseball player throwing a ball during a game
5,an elderly woman throwing a baseball on a baseball field
5,an old woman throwing a baseball with a glove
5,an image of a baseball pitcher throwing a ball in a game
5,a girl throwing the ball to a man
5,a young girl in a uniform ready to throw a ball
5,a little girl about to throw the ball
5,man in a field throw ball
5,a man throwing a frisbee in the field
5,throwing disk at stadium
5,green bay packers quarterback matt hayes throwing the football
5,a green bay packers player is about to throw a ball
5,the packers'quarterback throwing the ball on the field
5,a baseball player in an orange uniform throws a ball
5,a baseball player throws a pitch while standing on the mound
5,a professional baseball player throwing a ball during a game
5,an aerial view of a baseball pitcher throwing a ball
5,a baseball player throwing the ball onto the mound
5,a person throwing the ball from a mound
5,a young man in blue and white shirt throwing a ball
5,the baseball player is about to throw the ball
5,a thrower in a red polo throwing a spike
5,an athlete throws the javelin with his hands out
5,an athlete throwing the javelin on a field
5,pitcher in gray uniform throws the ball
5,a female softball player in gray and white gear throws a ball
5,a softball player throws a ball during a practice session
5,joe daniels is throwing his last bullpen
5,a baseball player is throwing the ball on the field
5,man throwing american football at family with the ball in his hand
5,a man throwing an american football with people in the background
5,man throwing football on a park
5,olympic athlete throws the discus at the 1984 summer olympics
5,athlete of person throws the javelin during a competition at the 1984 summer olympics
5,mariners pitcher jimmy rollins prepares to throw the ball
5,a pitcher throwing a baseball on the field
5,person throws the ball while playing for ucla football
5,"person, quarterback for usta, throws during the ncaa football game"
5,a man is throwing a baseball at a field
5,a baseball player is standing in the field and throwing a ball
5,a young baseball player throwing a ball on a field
5,a baseball player is throwing the ball to another player
5,man in red and white football uniform throws ball during game
5,a football player in red and white about to throw the ball
5,a football player is about to throw a ball during a game
5,baseball boys throw ball
5,a baseball player in a blue and red uniform is throwing a ball
5,a baseball player throwing a pitch on a pitching mound
5,young baseball player preparing to throw the ball
5,a baseball player in red jersey throwing a ball
5,two kids in blue uniforms throwing a shot
5,a boy aiming for a throw in the shot put
5,two football players holding footballs before throwing them
5,a football player throws a football while two spectators watch
5,a man in a football uniform throwing a ball
5,a female throwing a javelin
5,a football player preparing to throw the ball
5,a football player throwing the ball on a field
5,an athlete is about to throw a football
5,pitcher throwing a baseball onto a pitching mound
5,a football player throws the ball during a game
5,the patriots are about to throw the ball
5,the detroit lions quarterback throws the ball
5,detroit lions quarterback throwing ball during the game
5,detroit lions quarterback thomas hansen throws a football
5,a young male baseball pitcher throwing a ball in the air
5,stock photo of a baseball pitcher throwing a ball on the mound
5,three baseball players throwing the ball at each other
5,the pitchers throw in different directions
5,a professional baseball player throwing a baseball
5,a professional baseball player throwing the ball in the air
5,a football player throwing the ball on a field
5,redskins player throws the ball during practice
5,washington redskins football player throwing the ball
5,a man standing on a baseball mound and throwing
5,a baseball pitcher in the throwing position
5,pitcher in blue uniform throwing a baseball stock photo
5,a baseball pitcher throwing a ball on a field
5,a baseball player throwing a pitch at the baseball field
5,"person throws a pitch during a baseball game between canada and colombia in september 2014 in guiyang, china"
5,a baseball player is preparing to throw the ball
5,the pitcher is throwing a ball while wearing his mask
5,obama throwing a football at a football game
5,obama throws a football in the air
5,obama throws football to the crowd
5,a baseball player throwing a pitch during the game
5,the baseball player is throwing a ball on the baseball field
2,a group of people are standing on the deck of a fishing boat
2,three people are fishing on a boat with several fishermen
2,fishing boat preparing to hit the open seas
2,fishing in the morning on a beautiful lake
2,silhouette of man fishing in the river at sunset
2,the silhouette of a person fishes in the evening sun
2,a man fly fishing in a stream with trees behind him
2,man fly fishing through the forest on a river
2,fly fishing in a beautiful stream of a mountainside
2,a girl is fishing off a dock
2,a child holds a fish next to a lake
2,two children holding up fish next to a lake
2,a group of children holding up fish while holding umbrellas
2,man fishing on the river with rod and reel
2,fishing rods & reels at shop
2,a man in a suit holding a fishing pole and reel
2,a group of people standing by the lake as they fish
2,a little boy fishing at the lake in a beach park
2,a man holds a small boy fishing in a lake
2,person in a boat with a fish
2,a man fishing on the boat with another man next to him
2,a man in a small rowboat catching fish in the water
2,a man stands on a river bank fishing
2,fishing in the sunday photo by person person fishing in a river in namangan russia
2,a man fishing in a river next to mountains
2,silhouette of fishermen on the rocky coast at sunset
2,fishermen are silhouetted against the sun on top of a rock
2,two fishermen stand on top of rocks at sunset
2,man with fishing rod sits by the water
2,a man sitting on the bank of a river fishing
2,a man sits by the river with a fishing rod
2,children holding fishing poles and fishing in a lake
2,a family fishes on a small lake with children
2,two boys are fishing on the banks of a river
2,a man standing on a rocky edge of the ocean holding a fishing rod
2,man fishing in the ocean
2,an older man is fishing on a cliff with a pole
2,a man standing on a cliff with a fish in his hand
2,a man is standing on the edge of a rocky beach while fishing
2,a man holding up a fishing pole standing by the ocean
2,a woman holding a fishing rod is posing by the lake
2,a woman is holding a rod with a fish
2,a woman holding a fish at the edge of a lake
2,man stands on shore holding a fish with the ocean behind him
2,a man holding up a fish in the water
2,a man standing on the water holding a fish
2,two men in a red boat fishing in the water
2,two men fishing from a small red boat
2,a man with his fishing pole sitting in a boat on the water
2,a man in the 1920's fishing on a river
2,man in hat fishing in river
2,a man fishing with a rod and reel in a lake
2,fly fisherman fly fishing near the fjords
2,people fly fishing in the water on a lake
2,fly fishermen in a river with green trees
2,a person fishing on rocks near the ocean
2,girl fishing at the sea
2,a girl sits on the rocks fishing with a rod
2,a man holding a fishing rod next to rocks
2,a man standing on the rocky shore while fishing
2,many kids are fishing in the water and in the crowd
2,kids fishing in a water
2,the afc youth fishing tournament in orland park
2,a man is fishing and a bird is on the beach
2,a man fishing in the ocean near a large bird
2,two people fishing in the ocean with a heron in the water
2,man fishing in a misty area
2,fishing on the river at the edge of the forest
2,a man fly fishing through a forest
2,a man fishes in the woods near a stream
2,a fly fisherman on a stream in the woods
2,a woman fishing in the water from a raft
2,a woman fishing in the water with a rod
2,a woman with her young child is fishing in a river
2,a man fishing in the water while he waits for his fish
2,a man fishing in rapids with a rod and reel
2,a father and son fishing in a pond
2,fish on the river
2,a man and child standing by a river fishing
2,a man standing next to a lake fishing
2,a man with a beard is fishing on the shore of a lake
2,a fisherman sits on a rock on the snowy cliff above a lake
2,a man is fishing on a cliff by the water
2,man fish fishing on the edge of the water
2,a woman is standing in the river with a fishing pole
2,woman fishing in the river with her long hair
2,a woman standing in the water holding a fishing rod
2,"fishing at the santa clara reservoir on saturday, april 27, 2019"
2,two people fishing off the edge of the lake
2,people are fishing from a dock at a lake
2,a man sits on the beach with a fishing rod
2,a man fishing on a beach near a chair
2,a man in a hat is fishing at the beach
2,man fishing in the park next to a small lake
2,man standing on grass and fishing in lake
2,a man fishing in a pond surrounded by trees
2,an image of a person fishing at a river
2,"fishing in portovenere, italy, on a wall saturday afternoon, september"
2,a man standing in front of a lake holding a fish
2,a man in a boat with a fish
2,a man fishing on a dock
2,a man in a hoodie fishing from the back of a boat
2,two men on a boat fishing with two people in the background
2,a man in a hoodie on a boat with fishing poles
2,a man holding a fish pole while riding on a boat
2,a man holding a fish while he is standing on a boat
2,an older man holds a fishing rod while standing on a boat
2,fishing in changjae river at banyan lake
2,a man fishing at the ocean on a dock
2,a man in jeans holding a fishing rod while standing next to a pond
2,a man holding his fishing rod next to a body of water
2,a man in jeans is holding a fishing rod in front of a lake
2,a man fishing on a pier under a blue sky
2,fishermen fishing in front of the sea wall in a tropical city
2,a young boy holding a fishing pole in the water
2,a young boy is fishing in the water with a fishing pole
2,the boy is standing in the river holding a fishing pole
2,a man with a young boy fishing on the beach
2,fishing on the beach is a great experience
2,the best sunset fishing sites
2,fishing at sunset at the coast
2,the sun is rising behind a man standing on the beach holding a fishing rod
2,a man with a straw hat fishing in the river
2,man with fishing rod standing near the water
2,a man with a straw hat fishing in a body of water
2,a fisherman standing in the ocean at sunset
2,a man in a fishing boat standing on the water
2,a man fishing in the ocean at sunset
2,person fishing for fish in the water
2,"man casting fishing net in water on lake st petersburg, florida"
2,a man fishing for fish in the water near a beach
2,a man sits on the grass with his fishing rod
2,a person in a chair is fishing on the bank
2,a man sits in front of a body of water fishing
2,a man fishing in the water
2,a man fishing on the beach
2,a man standing in the ocean holding a fishing rod
2,a man standing in the water fly fishing
2,person is an angler who has fish along a river
2,a man stands in water fishing on a kayak
2,fishing man at the beach sunset
2,silhouette of a fisherman at sunset in the sea with boat
2,silhouette of a person fishing at sunset
2,a person is fishing along the shore of a river with trees
2,a group of people fishing by a river
2,a man on a small river fishing
2,man in yellow jacket fishing on ocean
2,fishing in the gulf
2,a man in a yellow rain coat with a fishing rod
2,people on the shore of the pond fishing
2,a family and children fishing near a lake
2,a group of people are holding fishing rods while standing by the water
2,little boy with a fishing rod by the water
2,a young boy is standing near a fence and holding a fishing rod
2,a young boy stands near the water with a fishing rod
2,people fishing in the water while a man stands
2,the day started with a bbq and a fish fry
2,people fishing at the lake with a child and man in the background
2,a man sitting on the edge of the ocean fishing
2,a man with a fishing pole in a body of water
2,fishing in the ocean by a man
2,fishing in the middle of the water
2,a fishing boat on the water at sunset
2,some people are fishing out on a boat
2,person with the kids enjoying a fishing trip in the lodge pond
2,people fishing for trout on a calm day
2,a man and two young girls fishing in the park
2,a man fishing in a river in winter
2,man fishing in the river
2,a man fishing with a fishing rod in a body of water
2,a young boy is fishing on the shore
2,a boy holds a fishing pole as he stands on the shore
2,a little boy in a vest and hat holding a fish
2,two boys are fishing in a lake near some sand
2,two boys fishing on the edge of the water
2,two boys fish on a lake in tucson
2,a man sitting in a boat fishing for salmon
2,a man fishing in a boat
2,a man in hat fishing at the edge of a lake
